x,y,z,
-0.034049989308593556, -0.0858595613235801, 0.09428210205608897,
-0.02520514688469446, -0.08632042875404825, 0.08948866745482599,
0.013597148943335767, -0.08420381599646849, 0.10855581146225828,
0.05025564106831963, -0.1602586553572995, 0.14388236575642985,
0.09959365541368374, -0.08671116945398455, 0.0006639639241713206,
0.08471098763991676, -0.08840413497035947, -0.055175183321361516,
0.01523076057041658, -0.08556266029044447, 0.07647355960738847,
-0.0320115762080404, -0.08437365526919215, 0.10476469438573292,
0.0002149194807538698, -0.08461158677079395, 0.121573678378224,
0.021609101666275072, -0.0813900093443333, 0.19650756015079066,
0.09267203220890581, -0.08632301421175687, -0.03660814533899519,
0.10344450971628369, -0.1679055365345831, 0.043102546709661675,
0.09459652008847771, -0.08733273062973165, -0.057487163269465305,
0.12576355431171773, -0.1584196751953492, 0.15864315497454806,
-0.07968803950402108, -0.08748658552877177, 0.09023042048450691,
-0.11984958388678933, 0.12166472447747856, 0.12739803633000618,
0.12567300961613295, -0.004958176900363058, -0.05449169147935814,
0.13069817183616927, 0.0016485758551748717, 0.07826216126670041,
0.31725714209322137, 0.12962077962041882, -0.08373666142069262,
0.07219051181121901, 0.05019345365979011, 0.48623916157816255,
0.1177901126606762, -0.00812750898213069, -0.061828537297265444,
0.032935731063715855, -0.08494278843142539, 0.09445692325859756,
0.06221017748574358, -0.08700045363689936, 0.07306212394889991,
0.08284918840821036, -0.08688448791592551, 0.09484725194274914,
0.08561141206272489, -0.08309789058372499, 0.15996549575658414,
-0.09880291461008522, -0.1565003523596476, -0.07593284960229442,
0.07723171415924197, -0.08184403300634492, 0.24052992701736575,
-0.13755321609863982, 0.023937922048462325, 0.1408383865643953,
-0.0409235281367148, 0.3156206723122374, 0.28048657676341854,
-0.09000010416685603, -0.15867084673167642, -0.07419711318436222,
-0.04807686017463176, 0.1423291248032746, 0.11006890564441775,
-0.0011757600587370435, -0.08358155837498618, 0.1265561212097835,
-0.05648301351316067, -0.08569718994574996, 0.10031142198186822,
-0.13999654163117137, -0.08248382832672235, 0.16470139926041466,
-0.08950212302390256, -0.08598429491992444, 0.1252638329206433,
-0.1300200384542264, -0.08098935966416031, 0.20727053157409916,
-0.1448249098951119, -0.079197148822457, 0.22385165914091995,
-0.09020948838186366, -0.16513287653738737, -0.06124926402132159,
-0.08486394416572199, -0.07994483697376778, 0.2612378130252476,
0.020484099560594243, -0.010587130691479853, 0.058716510894133,
0.015845293499137107, -0.08312928473885178, 0.13549031024477556,
-0.03606584853482512, -0.08184180433821633, 0.20669467889717313,
0.020376641690358487, -0.07927515349024647, 0.24505787750046668,
0.0007600034978303462, -0.07754225883069993, 0.2507655508617803,
0.005571850519711701, -0.08109983812280798, 0.191335800409185,
-0.04186546810282228, -0.08569998418559227, 0.11905176867477285,
-0.017381773836044702, -0.0840732264345846, 0.12588997917771858,
-0.027352279148790817, -0.08296817119626329, 0.1715375340879813,
0.007617042936907396, -0.012773302579639578, -0.0769648932112118,
-0.0639327153764312, -0.08671238380925374, -0.047467858006491434,
-0.0033177915087009963, -0.09001318981729291, 0.16299162520549515,
0.0003834399257665157, -0.021140331882100617, 0.026876853726342406,
0.12057517411686493, -0.01591603266191949, -0.06434450234715965,
0.060595632013487555, 0.3106528778808469, 0.4401487690123769,
0.12748240962353738, 0.03921247933270291, 0.07458691553068399,
0.0626595116274994, -0.08788007535110892, -0.04146598059764466,
0.06480689432199487, -0.08805779450460399, -0.02755143497580837,
0.06718757321475531, -0.08735126881818958, -0.02774919739429096,
0.12805728045367087, -0.0023381249786715284, -0.04326067944913633,
0.0564633516316071, -0.0901028939902808, -0.053359752108197864,
0.11071792731502629, -0.08855636928631413, -0.04433775525440499,
-0.022173585925100554, -0.08467807472493016, 0.08935565548750571,
0.06869551157244098, -0.08560294412602143, 0.09718455104392505,
0.06910210747497353, -0.08572506582613337, 0.09535666350418022,
0.036916904957294064, -0.08431047171092243, 0.10820783614447096,
-0.032822366384829466, -0.1519373495169436, 0.15745720541472025,
0.08681872346464034, -0.08016738330943612, 0.289563049572163,
0.09622278859056224, -0.07971449955791125, 0.27435703066268735,
0.05333463641429396, -0.08393671477137019, 0.13358404781979857,
0.11898496470722941, 0.0010376377436618065, 0.07457182420649955,
-0.03660611750105957, 0.1805214940064553, 0.40749225655351967,
0.016548011686587292, -0.16476547558783722, 0.09899073257677209,
-0.00026834518753305573, -0.08445844319449071, 0.11589584248550627,
-0.0014856823773453545, -0.08418909756164929, 0.12058289821683114,
0.02125463800404925, -0.08354747587094934, 0.12962553039977506,
-0.009994826837154781, -0.08511457416551453, 0.08392397584777232,
-5.6842141776031374e-05, -0.08578430870071413, 0.07978383832327104,
0.004397857713913173, -0.08446254692875577, 0.09901450556257667,
0.016456687845138023, -0.16617519339881143, 0.16525523774187859,
-0.05968722937135647, -0.08609184350431466, 0.07568477649621554,
-0.15910584262241864, -0.08152568440331084, 0.3396268999740311,
-0.12362170145385681, -0.07723171307168059, 0.33548668354802774,
-0.08731155212943101, -0.1687897857883463, 0.08964174316380562,
0.0023184907805499015, -0.1639544742181312, 0.14272731749772954,
-0.10690821884581748, -0.07996335726333044, 0.2528602286712282,
-0.11342604297352443, -0.08017501762307508, 0.265754275748023,
-0.15065448139265616, -0.030011814251028314, 0.29025765008353444,
0.004137199440086893, -0.08319750563374748, 0.1309300258898534,
0.007948077237958028, -0.08376079596873166, 0.13338130698148348,
0.01622337520477016, -0.0830056130553349, 0.1443797376116438,
-0.031762877112078, -0.08454431690350261, 0.13059175416637164,
0.006729893402007099, -0.08622575868643008, -0.041155146527085226,
0.11482841381225718, -0.19107544645370933, 0.027233048157026814,
